1, 6304283.000000, 16313394.871560, 12441568.000000, 16886397.500000, 45722755.500000, 64702922.400000, 65916556.000000, 65916556.000000
11, 5319424.363636, 13649135.841390, 11244404.818182, 15451682.681818, 30518850.295455, 59770322.132727, 62041400.363636, 62041400.363636
13, 5097828.615385, 13046187.831288, 10612904.692308, 15035473.384615, 29150125.834615, 60225367.290000, 63465167.461538, 63465167.461538
15, 5199814.133333, 12763078.769776, 10589546.100000, 14673499.266667, 27888314.396667, 55399347.504667, 57719476.933333, 57719476.933333
17, 5088158.470588, 14227295.329364, 10803052.882353, 15798720.058824, 37007545.082353, 75851911.082941, 80092818.588235, 80092818.588235
19, 5216673.263158, 13776718.186214, 10795270.763158, 16270281.263158, 31828624.207895, 62913836.205789, 65755565.210526, 65755565.210526
21, 4902089.571429, 14362451.487177, 10907761.142857, 16851312.678571, 36199406.788095, 69604331.812381, 72776665.095238, 72776665.095238
23, 5043601.913043, 14237226.410293, 10625112.108696, 16194665.228261, 34644281.021739, 83537946.206522, 90284319.000000, 90284319.000000
25, 5173742.920000, 15943974.848807, 11594609.060000, 18534175.520000, 43004200.862000, 72788887.227600, 76702039.160000, 76702039.160000
27, 5063355.296296, 15825290.353271, 12029836.407407, 18840040.916667, 39080140.538889, 74946094.750741, 78788795.888889, 78788795.888889
29, 5146427.310345, 16638740.381024, 12187170.706897, 20548764.853448, 43250662.093103, 76592087.155862, 80308983.758621, 80308983.758621
3, 5544833.333333, 13558540.422976, 11631544.666667, 14248058.333333, 26634210.783333, 61304156.643333, 63200404.333333, 63200404.333333
31, 5115846.064516, 17984990.335468, 13239900.580645, 21785046.548387, 46542875.837097, 90058530.872581, 95655451.580645, 95655451.580645
33, 5261112.242424, 19286470.859354, 14176604.393939, 23473145.689394, 49069456.403030, 123884829.954848, 133869438.454545, 133869438.454545
35, 5386302.028571, 20227781.939824, 14847625.257143, 24758382.471429, 56206549.724286, 91163763.725143, 93951213.542857, 93951213.542857
37, 5530404.054054, 22476756.229198, 16171133.297297, 27374303.831081, 59409352.186486, 136296786.463784, 143246458.162162, 143246458.162162
39, 5452635.256410, 24034092.903604, 17243784.782051, 29641577.275641, 68162964.064103, 122649210.856923, 128269148.615385, 128269148.615385
41, 5966339.243902, 36601972.857180, 24056303.585366, 43624280.115854, 115128100.770732, 240789011.412439, 252041703.804878, 252041703.804878
43, 5735533.000000, 30499908.337937, 21831167.127907, 38242782.000000, 82555808.494186, 193634671.035116, 207620311.720930, 207620311.720930
45, 5819753.088889, 30636737.371920, 21750903.900000, 39243587.722222, 85072673.252222, 168869332.554889, 178162484.644444, 178162484.644444
47, 5910142.659574, 36850839.117120, 26550628.063830, 47520741.414894, 103474709.230851, 199135602.308511, 209460670.191489, 209460670.191489
49, 6137591.204082, 39965298.572911, 28957950.326531, 52556406.275510, 110660981.041837, 212650126.118163, 223782993.938776, 223782993.938776
5, 5334614.200000, 13443957.113939, 11483246.100000, 14258661.750000, 28983496.110000, 76042070.614000, 79647556.000000, 79647556.000000
53, 6541630.792453, 46772620.183304, 34198489.415094, 60502037.490566, 129043069.706604, 267849497.036037, 281750670.660377, 281750670.660377
57, 6965784.578947, 77255353.564474, 55422193.052632, 100019813.969298, 233377371.942982, 429279676.500526, 438810149.807018, 438810149.807018
7, 5277567.428571, 12720381.771545, 11053718.285714, 14309035.892857, 24905936.642857, 59532541.045714, 62986682.857143, 62986682.857143
9, 5293005.777778, 13304625.894847, 11234292.666667, 15402452.833333, 27896936.594444, 58830259.315556, 61108015.444444, 61108015.444444
